単語,観点,関連語
持続可能な都市,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
持続可能な都市,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  再生可能エネルギー,  リサイクル,  カーボンニュートラル,  グリーンインフラ,  グリーンビルディング,  交通渋滞,  公共交通機関,  食料自給,  エコツーリズム"
スマートシティ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"サステナビリティ,  IoT,  データ解析,  人工知能,  モビリティ,  エネルギー効率,  交通インフラ,  環境保護,  コミュニケーションテクノロジー,  資源管理"
スマートシティ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"効率化,  持続可能性,  データ収集,  交通渋滞,  センサー技術,  エネルギー効率,  計画立案,  スマートグリッド,  サイバーセキュリティ,  モビリティ"
スマートシティ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"スマートシティ,  デジタルツイン,  クラウドコンピューティング,  インターネット・オブ・シングス,  ビッグデータ,  センサー,  モビリティ,  エネルギー効率,  サステイナビリティ,  スマートグリッド"
スマートシティ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"スマートテクノロジー,  データ分析,  モビリティ,  インフラストラクチャー,  エネルギー効率,  サステイナビリティ,  センサーネットワーク,  コネクティビティ,  クラウドコンピューティング,  AI制御"
ゼロエミッション,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  循環型社会,  持続可能な開発,  グリーンテクノロジー,  グリーンハウス効果,  環境負荷"
ゼロエミッション,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再生可能エネルギー,  カーボンニュートラル,  持続可能性,  温室効果ガス,  環境保護,  資源循環,  持続可能な開発,  グリーンテクノロジー,  持続可能な都市,  クリーンエネルギー"
ゼロエミッション,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"ゼロエミッション,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  森林保護,  循環経済,  グリーンテクノロジー,  炭素排出,  温室効果ガス,  気候変動"
ゼロエミッション,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"省エネルギー,  再生可能エネルギー,  カーボンニュートラル,  マイクログリッド,  グリーンテクノロジー,  エコモビリティ,  サステナビリティ,  クリーンエネルギー,  グリッド接続,  エコロジカルデザイン"
自然回復力,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  生物,  環境,  バランス,  リサイクル,  再生,  多様性,  適応,  持続可能性,  調和"
自然回復力,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"自然,  生態系,  免疫,  レジリエンス,  健康,  緩和,  回復,  バランス,  維持,  強化"
自然回復力,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  "
自然回復力,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  予防,  健康,  緊急,  復旧,  再生,  保護,  持続可能,  環境,  リサイクル"
再エネ拡大,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネルギー,  温室効果ガス,  持続可能性,  再生可能エネルギー源,  環境保護,  気候変動,  カーボンニュートラル,  グリーンエネルギー,  バイオマス,  太陽光発電"
再エネ拡大,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再エネルギー,  再生可能エネルギー,  太陽光発電,  風力発電,  水力発電,  バイオマス,  地熱,  グリッド接続,  買取価格制度,  エネルギー貯蔵"
再エネ拡大,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネルギー,  資源,  環境,  温室効果ガス,  発電,  施設,  グリーンテクノロジー,  蓄電池,  クリーンエネルギー,  CO2排出"
再エネ拡大,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再エネルギー,  再生可能エネルギー,  太陽光発電,  風力発電,  バイオマス,  水力発電,  ジオサーマル,  地熱エネルギー,  水素エネルギー,  マイクログリッド"
再エネ比率,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネルギー比率,  再生可能エネルギー,  温室効果ガス,  持続可能性,  クリーンエネルギー,  カーボンニュートラル,  電力需要,  グリーンエネルギー,  エネルギー効率,  自然資源"
再エネ比率,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再生可能エネルギー,  温室効果ガス,  カーボンニュートラル,  グリーンエネルギー,  持続可能性,  クリーンエネルギー,  エネルギー効率,  バイオマス,  太陽光発電,  風力発電"
再エネ比率,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再生可能エネルギー,  グリーンエネルギー,  カーボンフットプリント,  環境負荷,  持続可能性,  カーボンニュートラル,  エコロジカルフットプリント,  温室効果ガス,  持続可能な開発,  資源の有効利用"
再エネ比率,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再エネルギー,  エネルギー効率,  再生可能エネルギー,  排出削減,  環境保護,  グリーンテクノロジー,  持続可能性,  カーボンニュートラル,  ゼロエミッション,  リサイクル"
緑のインフラ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境保護,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  カーボンニュートラル,  低炭素,  バイオマス,  ソーラーパネル,  風力発電"
緑のインフラ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"緑化,  都市計画,  CO2削減,  再生可能エネルギー,  地域防災,  生態系保護,  持続可能性,  環境保護,  資源循環,  持続可能な開発"
緑のインフラ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  都市,  温室効果ガス,  再生可能エネルギー,  持続可能性,  道路,  公園,  雨水管理,  グリーンビルディング,  環境配慮"
緑のインフラ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  グリーンビルディング,  持続可能性,  バイオディーゼル,  グリーンテクノロジー,  エコフレンドリー,  ゼロエミッション,  カーボンフットプリント,  再生資源"
気候適応技術,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境影響,  防災施策,  地球温暖化,  持続可能性,  災害対応,  資源管理,  気候予測,  緊急避難計画,  循環型経済"
気候適応技術,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  地球温暖化,  洪水,  干ばつ,  食糧安全保障,  森林破壊,  生態系,  エネルギー効率,  再生可能エネルギー,  経済影響"
気候適応技術,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  農業,  森林,  水資源,  エネルギー,  都市計画,  災害対策,  海洋,  経済,  教育"
気候適応技術,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  予測,  適応策,  環境保護,  再生可能エネルギー,  防災対策,  持続可能性,  低炭素,  臨床,  城市計画"
都市気候,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  湿度,  風,  雨量,  汚染,  都市化,  交通量,  建築密度,  緑地率,  照明"
都市気候,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"都市計画,  熱島現象,  交通渋滞,  大気汚染,  都市化,  地盤沈下,  建設規制,  再生可能エネルギー,  都市緑化,  防災施設"
都市気候,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  都市熱島現象,  大気汚染,  雨量,  風速,  湿度,  土地利用,  熱波,  冷え込み,  降雪"
都市気候,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気温,  湿度,  都市緑化,  エコシステム,  冷房,  公共交通機関,  建築規制,  再生可能エネルギー,  防災対策,  人口密度"
クリーン開発メカニズム,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"開発,  エネルギー,  環境,  持続可能性,  削減,  資源,  協力,  技術,  政策,  イノベーション"
クリーン開発メカニズム,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"持続可能性,  エネルギー効率,  資源枯渇,  炭素排出,  環境汚染,  再生可能エネルギー,  グリーンテクノロジー,  循環経済,  持続可能な開発,  クリーンエネルギー"
クリーン開発メカニズム,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"クリーンエネルギー,  再生可能エネルギー,  持続可能性,  環境保護,  バイオマス,  リサイクル,  CO2削減,  グリーンテクノロジー,  ゼロエミッション,  環境配慮"
クリーン開発メカニズム,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  再生可能エネルギー,  エコロジカルフットプリント,  環境配慮型,  リサイクル,  カーボンニュートラル,  グリーンテクノロジー,  自然保護,  ゼロエミッション,  バイオディーゼル"
CDM,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  データ,  モデル,  リスク,  プライバシー,  保護,  規制,  機密性,  連携,  監査"
CDM,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"課題,  データ,  モデル,  マスタデータ,  データ品質,  データ整備,  インポート,  エクスポート,  セキュリティ,  プライバシー"
CDM,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"影響,  データ,  組織,  プロセス,  科学,  パーソナルデータ,  リスク,  要件,  認識,  データサブジェクト"
CDM,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  データ保護,  プライバシー,  リスク評価,  コンプライアンス,  セキュリティ対策,  データ管理,  監査,  データ整理,  データフロー"
緑の回廊,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  植物,  林,  森林,  緑化,  環境,  渓谷,  物質,  生態系,  森林浴"
緑の回廊,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境,  植物,  生態系,  森林,  生物多様性,  持続可能性,  再生可能エネルギー,  地球温暖化,  生態学,  環境保護"
緑の回廊,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  植物,  エコシステム,  森林,  空気,  生態系,  土壌,  水資源,  気候変動,  生物多様性"
緑の回廊,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  持続可能性,  森林,  生態系,  緑化,  防災,  都市計画,  CO2吸収,  自然保護区,  生物多様性"
ヒートアイランド,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  都市化,  アスファルト,  温室効果ガス,  森林減少,  車両排ガス,  建物密集,  土地利用変化,  冷房需給,  工場排気"
ヒートアイランド,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"都市化,  温暖化,  熱中症,  植生,  アスファルト,  湾曲,  湿度,  排熱,  冷房,  都市環境"
ヒートアイランド,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"ヒートアイランド, 都市化, 気温上昇, 冷房, アスファルト, ビル群, 温度差, 熱中症, 環境負荷, 緑地"
ヒートアイランド,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"ヒートアイランド,  対策,  緑化,  再生可能エネルギー,  建物設計,  都市計画,  冷房効率,  水辺利用,  屋上庭園,  交通規制,  再生利用"
エコツーリズム,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境保護,  持続可能性,  観光,  文化,  地域,  教育,  冒険,  地球温暖化,  貧困削減"
エコツーリズム,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"多様性,  保護,  環境,  持続可能性,  文化,  責任,  教育,  コミュニケーション,  協力,  地域"
エコツーリズム,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  地域,  保護,  文化,  環境,  持続可能性,  地元,  教育,  観光,  ツアー"
エコツーリズム,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  環境保護,  文化交流,  地域振興,  保全活動,  教育啓発,  資源管理,  ガイドライン,  公共交通,  地元コミュニティ"
持続可能な観光,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),観光、環境、地域、社会、文化、コミュニケーション、資源、持続可能性、教育、経済
持続可能な観光,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"観光地,  環境保護,  CO2排出量,  エコツーリズム,  持続可能性,  生態系,  赤道直下地域,  人口密集地,  資源枯渇,  地元コミュニティ"
持続可能な観光,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  "
持続可能な観光,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  環境保護,  自然資源,  エコツーリズム,  リサイクル,  カーボンオフセット,  地元コミュニティ,  グリーンエネルギー,  バイオダイバーシティ,  協力関係"
海洋酸性化,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"海洋,  酸性化,  二酸化炭素,  大気,  燃料,  車両,  工場,  農業,  海洋生物,  微生物"
海洋酸性化,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"海洋,  酸性化,  炭酸,  生態系,  サンゴ,  pH,  酸性度,  魚類,  貝類,  海洋生物"
海洋酸性化,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"海洋,  酸性化,  生物,  生態系,  サンゴ,  魚類,  カルシウム,  pH,  海洋循環,  炭酸化"
海洋酸性化,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"海洋,  酸性化,  対策,  環境,  生態系,  CO2,  温暖化,  草食動物,  サンゴ礁,  研究"
気候予測,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  森林伐採,  海洋表面温度,  二酸化炭素,  持続可能性,  化石燃料,  感染症,  飢餓,  地球温暖化"
気候予測,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  予測モデル,  温暖化,  災害リスク,  気温上昇,  降水量,  対策策定,  持続可能性,  二酸化炭素排出,  森林保護"
気候予測,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  農業,  森林,  海洋,  二酸化炭素,  洪水,  乾燥,  グリーンハウス効果,  地球温暖化,  災害"
気候予測,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  グリーンエネルギー,  持続可能性,  カーボンオフセット,  再生可能エネルギー,  エコロジカルフットプリント,  森林保護,  温室効果ガス,  バイオマスエネルギー,  プライマリーエネルギー"
気象災害,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候,  地形,  水蒸気,  風,  湿度,  熱帯低気圧,  寒冷前線,  洪水,  地震,  火山活動"
気象災害,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気象変動,  被害,  予防,  防災対策,  避難,  危険,  警報,  被災者,  被災地,  復旧"
気象災害,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気象災害, 天候, 災害対策, 避難, 警報, 被害, 復旧, 予防, 影響, 危険"
気象災害,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気象学,  防災,  防災士,  防災訓練,  避難所,  避難計画,  緊急避難,  防災意識,  防災グッズ,  災害対策"
グリーン社会,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境,  再生可能エネルギー,  持続可能性,  再利用,  カーボンフットプリント,  バイオマス,  太陽光発電,  水循環,  気候変動"
グリーン社会,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  再生可能エネルギー,  持続可能な開発,  バイオマス,  エコロジカルフットプリント,  リサイクル,  持続可能な生活,  気候変動,  生態系,  環境汚染"
グリーン社会,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  再生可能エネルギー,  持続可能性,  リサイクル,  気候変動,  バイオマス,  エコシステム,  環境保護,  持続可能な開発,  グリーンテクノロジー"
グリーン社会,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  再利用,  バイオディーゼル,  環境保護,  グリーンテクノロジー,  廃棄物削減,  エコロジカルフットプリント,  持続可能性,  グリーンビルディング,  地球温暖化"
気候データ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  降水量,  地球温暖化,  気候変動,  温室効果ガス,  動植物の分布,  カーボンフットプリント,  持続可能性,  防災対策,  再生可能エネルギー"
気候データ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温暖化,  二酸化炭素,  気温上昇,  再生可能エネルギー,  持続可能性,  森林破壊,  異常気象,  海面上昇,  災害リスク"
気候データ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  降水量,  温暖化,  洪水,  干ばつ,  暴風,  海面上昇,  適応,  農業,  エネルギー"
気候データ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温暖化,  温室効果ガス,  再生可能エネルギー,  持続可能,  環境保全,  カーボンフットプリント,  温度上昇,  気候対策,  脱炭素"
衛星観測,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"衛星,  観測,  背景,  現象,  自然,  社会活動,  産業,  物質,  天候,  データ"
衛星観測,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"衛星,  観測,  観測データ,  地球,  環境,  気候変動,  林業,  防災,  農業,  都市計画"
衛星観測,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"衛星,  観測,  影響,  現象,  天候,  自然,  環境,  測定,  データ,  分析"
衛星観測,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"衛星,  観測,  対策,  天候,  災害,  環境,  監視,  データ,  分析,  改善"
気象レーダー,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"天候,  気象,  降水,  雨雲,  動態,  大気,  シャワー,  情報量,  観測,  レーダー"
気象レーダー,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"降水量,  雷雲,  気温分布,  風向,  レーダーエコー,  雲量,  湿度,  降雪,  大気圧,  台風"
気象レーダー,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気象学,  レーダー,  降水,  雨量,  雷雲,  風速,  気温,  湿度,  天気予報,  豪雨"
気象レーダー,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気象レーダー,  観測,  予測,  データ解析,  防災,  天候予報,  災害対策,  警報発令,  防災訓練,  高解像度"
持続可能な農業,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  農地,  循環,  多様性,  有機,  生態系,  環境,  資源,  再生可能,  地域性"
持続可能な農業,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"水不足,  農薬残留,  地力低下,  気候変動,  資源枯渇,  農業土地喪失,  種の減少,  動植物の生息地減少,  漁業過剰漁獲,  異常気象"
持続可能な農業,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"農業,  環境,  生態系,  可持続性,  枯渇,  多様性,  果実,  肥料,  輸送,  持続可能"
持続可能な農業,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  農薬,  有機栽培,  環境保護,  資源管理,  再生可能エネルギー,  地域貢献,  バイオダイバーシティ,  水資源管理,  CO2排出削減"
有機農業,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"有機農業,  無農薬,  土壌,  生態系,  持続可能,  天然資源,  循環,  農薬残留,  品質管理,  生物多様性"
有機農業,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"有機栽培,  持続可能性,  農薬,  肥料,  土壌劣化,  遺伝子組み換え,  品質管理,  資源管理,  循環型農業,  有機食品"
有機農業,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"有機農業, 環境保護, 持続可能性, 有機肥料, 農薬不使用, 土壌改良, 生態系, 有害物質削減, 生物多様性, 地元コミュニティ"
有機農業,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"有機農法,  農薬不使用,  自然肥料,  循環農法,  有機JAS認定,  地産地消,  有機資材,  有機農業法,  有機栽培,  有機食品"
土壌保全,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  耕作,  潅漑,  土壌侵食,  農薬,  酸性雨,  森林破壊,  乾燥化,  多角化,  環境保護"
土壌保全,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"土壌劣化,  持続可能性,  適切な利用,  環境汚染,  水保全,  農業生産性,  土地利用,  森林破壊,  土壌浸食,  農薬使用"
土壌保全,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候, 気候変動, 土壌劣化, 環境汚染, 地盤沈下, 森林破壊, 農薬使用, 工業排出, 化学物質, 降雨変化, 乾燥被害"
土壌保全,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"農業,  森林,  砂漠化,  肥料,  有機物,  浸食,  水資源,  バイオディバーシティ,  地盤沈下,  持続可能"
水資源保全,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"水循環,  地球温暖化,  水質汚染,  水不足,  持続可能性,  森林伐採,  工業廃棄物,  農薬使用,  都市化,  海洋汚染"
水資源保全,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"水不足,  流域管理,  水浄化,  用水量削減,  水循環,  水質汚染,  水利用効率,  集中豪雨,  耕地灌漑,  水農連携"
水資源保全,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"水源,  渇水,  水浄化,  水循環,  水不足,  湧水,  流域,  降水量,  水管理,  水利用"
水資源保全,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"水循環,  流域管理,  水質管理,  水供給,  流域保全,  水浄化技術,  用水削減,  生態系保護,  水資源管理,  降雨量変動"
適応戦略,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候  , 適応, 環境, 変化, 生存, 競争, 経済, 技術, 資源, 温暖化, 気候変動"
適応戦略,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"課題,  解決,  対策,  柔軟性,  変化,  抵抗力,  予測,  環境,  リスク,  チャレンジ"
適応戦略,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),適応、環境、変化、競争、生存、進化、適性、調整、戦略、遺伝子
適応戦略,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対処,  変化,  イノベーション,  柔軟性,  リーダーシップ,  リスク管理,  持続可能性,  刷新,  予測,  敏捷性"
再エネ産業,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネルギー,  環境,  可再生エネルギー,  温室効果ガス,  太陽光発電,  風力発電,  バイオマス,  地熱,  水力発電,  カーボンニュートラル"
再エネ産業,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再エネルギー,  蓄電技術,  グリーンハイドロジェン,  グリッド接続,  エネルギーストレージ,  太陽光発電,  風力発電,  バイオマス,  グリーンビルディング,  エコモビリティ"
再エネ産業,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネ導入,  炭素排出削減,  グリーンテクノロジー,  持続可能性,  再生可能エネルギー,  地球温暖化,  クリーンエネルギー,  カーボンニュートラル,  レジリエンス,  バイオマス"
再エネ産業,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  再エネ発電,  風力発電,  太陽光発電,  地熱発電,  水力発電,  バイオマス発電,  グリーンエネルギー,  クリーンエネルギー,  エネルギー効率"
気候教育,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"教育,  環境,  持続可能性,  変化,  エネルギー,  温暖化,  資源,  森林,  循環,  災害"
気候教育,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  環境影響,  持続可能性,  グリーンエネルギー,  カーボンオフセット,  持続可能な開発,  再生可能エネルギー,  持続可能な消費,  循環経済,  持続可能な農業"
気候教育,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  地球温暖化,  持続可能性,  再生可能エネルギー,  森林破壊,  海洋酸性化,  水資源管理,  異常気象,  CO2排出削減,  持続可能な開発"
気候教育,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  海洋保護,  水資源管理,  林業,  再利用,  環境配慮"
学校教育,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候, 学習,  教育改革,  学習障害,  地球,  植物,  社会問題,  技術革新,  化学物質,  気温, "
学校教育,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"学習意欲,  教育格差,  学力向上,  多様性,  授業改善,  学習成果,  教育政策,  学校適応,  カリキュラム改革,  学び方"
学校教育,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"学習,  教育,  教師,  生徒,  学び,  教科書,  学習意欲,  学校生活,  成績,  教室"
学校教育,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"学習指導計画,  教師研修,  学習評価,  教育課程,  校則,  生徒指導,  学校評価,  多様性,  学力向上,  カリキュラム"
環境学習,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  学習,  背景,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業"
環境学習,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"事柄,  事象,  現象,  人体,  生理,  病気,  自然,  生物,  生活,  社会活動"
環境学習,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
環境学習,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境,  リサイクル,  持続可能性,  エコロジカル,  グリーン,  カーボンフットプリント,  再生可能エネルギー,  公害対策,  持続可能な開発,  環境配慮"
持続可能な開発,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事業,  経済,  環境,  社会,  健康,  エネルギー,  持続可能性,  資源,  教育,  政策"
持続可能な開発,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"調和,  環境,  エネルギー,  持続可能性,  資源,  汚染,  社会正義,  格差,  可処分所得,  再生可能"
