Q18395344,観点,関連語
Q620920,経済,"Q167336, Q1032176, Q189833, Q131201, Q12705, Q1756290,  カーボンプライシング, Q288401, Q1099456, Q21707860"
Q620920,国際比較,気候、モデル、国際、比較、温室効果ガス、気温、降水量、気象データ、気候変動、科学研究
Q620920,行動,"Q7937, Q4610556, Q9332, Q130901, Q6499736, Q11466, Q16920157, Q125928, Q748250, Q45045"
Q620920,環境負荷,"Q2022868, Q167336,  CO2排出, Q845249, Q7942, Q131123, Q183129, Q22908283, Q855711, Q219416"
Q60933643,背景,"Q125928, Q1997, Q12748, Q219416, Q169940, Q1049799,  気温上昇, Q12705, Q841083, Q832237"
Q60933643,課題,"Q125928, Q167336, Q12705, Q219416, Q841083, Q845249, Q11394, Q1277161, Q832237, Q131201"
Q60933643,影響,"気温上昇, Q5376358, Q169940, Q8068, Q43059, Q754836,  動植物の絶滅, Q165947, Q215864,  疾病拡大"
Q60933643,対策,"Q167336, Q12705, Q219416, Q372449, Q132580, Q7942, Q832237, Q1099456, Q1488967, Q131201"
Q60933643,要因,"Q7942, Q12748, Q169940, Q131123,  グリーンハウス効果, Q855711, Q219416, Q3174091, Q12705, Q45701"
Q60933643,評価,"Q125928, Q167336, Q841083, Q5376358, Q169940,  気温上昇,  極端気象, Q11394, Q183481, Q2964234"
Q60933643,持続可能性,"Q125928, Q12705, Q131201, Q167336, Q219416, Q832237, Q60933643, Q2022868, Q1099456,  バイオ多様性"
Q60933643,技術,"Q12705, Q1488967, Q219416, Q167336, Q1099456,  グリーン・エネルギー, Q846292, Q174165, Q1774424, Q219416"
Q60933643,経済,"Q125928, Q12705, Q1488967, Q219416, Q1099456, Q11693783, Q295822, Q21707860, Q219416, Q1099378"
Q60933643,国際比較,"Q125928, Q167336, Q1997, Q131201, Q12705, Q169940, Q832237, Q131201, Q260607, Q3588927"
Q60933643,行動,"Q125928, Q167336, Q12705, Q219416, Q372449, 廃棄物削減, Q1916831, Q1455756, Q1099456,  エコフレンドリー"
Q60933643,環境負荷,"Q167336, Q12748, Q219416, Q169940, Q855711, Q3174091,  水資源枯渇, Q12705, Q125928, Q7202090"
Q3215493,背景,"Q127993, Q383973,  ジオサーマル, Q8072, Q4232578, Q655311, Q30565277, Q12705,  発電量, Q44432"
Q3215493,課題,"Q127993, Q383973, Q1554231, Q12705, Q8072, Q1069, Q159719, Q127993,  地熱発電技術, Q2249676"
Q3215493,影響,"Q127993, Q383973, Q655311, Q8072, Q255722, Q3929317, Q4232578, Q30565277, Q12705, Q832237"
Q3215493,対策,"Q127993, Q383973, Q1554231, Q12705, Q28692585,  ジオサーマル, Q1664720, Q44497, Q1099378, Q2249676"
Q3215493,要因,"Q127993, Q383973, Q2, Q11466, Q8072, Q255722, Q190120, Q4232578, Q44432, Q12705"
Q3215493,評価,"Q127993, Q383973, Q12705,  ジオサーマル, Q27137, Q2249676, Q44497, Q2142963, Q1069, Q118747092"
Q3215493,持続可能性,"Q219416, Q655311, Q127993, Q383973, Q12705, Q27768150, Q1774424, Q1554231, Q2249676, Q56351017"
Q3215493,技術,"Q127993, Q255722, Q131502, Q43483,  ジオサーマル, Q12758989, Q3929317, Q30565277, Q127993, Q101949"
Q3215493,経済,"Q127993, Q383973, Q11379, Q12705, Q28692585,  液熱, Q255722, Q130760, Q159719, Q6982035"
Q3215493,国際比較,"Q127993, Q383973, Q67184449, Q1720648, Q11379, Q451553, Q330284, Q11016, Q55075184, Q2249676"
Q3215493,行動,"Q127993, Q383973, Q255722, Q863404, Q212895, Q3929317, Q2565187, Q2924824, Q2249676, Q1554231"
Q3215493,環境負荷,"Q127993, Q383973, Q2022868, Q167336, Q161598, Q849953, Q7944, Q170591, Q30565277, Q190120"
Q1779504,背景,"Q1034411, Q7150, Q12705, Q3133, Q1554231, Q1156793,  負荷管理, Q1000, Q132580, Q846574"
Q1779504,課題,省エネ、再生可能エネルギー、エネルギー効率、需要管理、スマートグリッド、省エネルギー政策、エネルギーデータ分析、排出量削減、エネルギー監視、エコモード
Q1779504,影響,省エネ、再生可能エネルギー、需要管理、省エネルギー、エネルギー効率、持続可能性、エコロジー、バイオマス、ゼロエミッション、排出削減
Q1779504,対策,省エネ、再生可能エネルギー、効率化、 マイクログリッド、エコロジー、排出削減、リサイクル、スマートグリッド、省資源、カーボンニュートラル
Q1779504,要因,省エネ、再生可能エネルギー、エネルギーロス、スマートグリッド、需要管理、エネルギー効率、発電量、CO2削減、ピークシフト、エネルギーコスト
Q1779504,評価,"Q1034411, Q380170, Q12705, Q3454688, Q217602, Q1156793,  負荷管理, Q394, Q17430655, Q748250"
Q1779504,持続可能性,"Q219416, Q192704, Q12705, Q1099456,  エコイノミー, Q5604180, Q132580, Q380170, Q219416, Q1099378"
Q1779504,技術,"Q380170, Q5656752, Q11880006, Q210064, Q12705, Q187510, Q2143522, Q192704, Q1665453,  センサ技術"
Q1779504,経済,"Q27137, Q1034411, Q3454688, Q12705,  需要管理, Q1756290, Q132580, Q1099456, Q380170,  可変価格"
Q1779504,国際比較,"Q67184449, Q1720648, Q11379, Q2920921, Q82794, Q190258, Q12705, Q1554231, Q829492,  可持可能"
Q1779504,行動,"Q380170, Q12705,  負荷管理,  エネルギーモニタリング, Q11269795, Q1099378, Q192704,  CO2削減,  需要応答,  エコロジカル footprint"
Q1779504,環境負荷,"CO2排出, Q12705, Q1099378,  エコ効率, Q310667, Q219416,  エネルギーコンサバション, Q846574, Q1099456, Q832237"
Q125928,背景,"Q125928, Q167336, Q12748, Q845249,  工業活動, Q7942, Q841083,  破壊的な気象, Q1334780, Q1962383"
Q125928,課題,"Q125928, Q167336, Q12748, Q219416, Q12705, Q845249, Q841083,  極端な天候, Q63645802, Q131201"
Q125928,影響,"Q125928, Q7942, Q1997,  気温上昇,  氷河の融解, Q8068, Q43059, Q107434304, Q754836, Q165947"
Q125928,対策,"Q167336, Q12705, Q219416, Q372449, Q1488967, Q260607, Q832237,  生態系回復, Q21707860, Q4105337"
Q125928,要因,"Q167336, Q12748, Q845249, Q7942,  工業活動, Q131123,  水資源利用, Q189833, Q12705, Q3174091"
Q125928,評価,"Q125928, Q1032176, Q7942, Q1997, Q169940, Q219416,  経済影響, Q832237, Q12705, Q7942"
Q125928,持続可能性,"Q7937, Q16920157, Q219416, Q130901, Q6499736, Q2249676, Q7942, Q1997, Q11663, Q4421"
Q125928,技術,"Q22661680, Q12705, Q1488967, Q219416, Q1099456, Q1774424,  林業管理, Q846292, Q497743, Q2945560"
Q125928,経済,"Q125928, Q159810, Q167336, Q12705, Q219416, Q1774424, Q1099378,  環境規制, Q21707860, Q131201"
Q125928,国際比較,"Q125928, Q67184449, Q1720648, Q6499736, Q2249676, Q1032176, Q167336, Q1997, Q219416, Q104527897"
Q125928,行動,"Q125928, Q167336, Q12705, Q219416, Q1099456, Q372449, Q1916831, Q1488967, Q132580, Q94951"
Q125928,環境負荷,"Q125928, Q1997, Q167336, Q845249, Q12748, Q841083, Q1049799, Q219416, Q128991, Q7942"
Q8008,背景,"Q1069, Q17009773, Q7950, Q180184, Q36133, Q3268727, Q42250, Q125928, Q7946, Q161764"
Q8008,課題,"Q3268727, Q7942, Q505748, Q81041, Q1069, Q125928, Q7944, Q7946, Q131123, Q17009773"
Q8008,影響,"Q3268727, Q125928,  地形変化,  地殻プレート, Q82480, Q505748, Q7944, Q81041, Q620920, Q35666"
Q8008,対策,"Q125928, Q12705, Q219416, Q855711, Q372449,  バイオディバーシティ, Q7942, Q832237, Q7181, Q1501619"
Q8008,要因,"Q3268727, Q125928, Q841083, Q505748, Q81041, Q17009773, Q11982, Q131123, Q47041,  氷河退屈"
Q8008,評価,"Q1069, Q46255, Q125928, Q2615451, Q3268727,  地球内部構造, Q37813, Q889659, Q520549, Q43521"
Q8008,持続可能性,"Q219416, Q832237, Q12705, Q132580, Q7942, Q37813, Q131201, Q1099378, Q125928, Q188460"
Q8008,技術,"Q3268727,  震源断層, Q898919,  ジオマグネティズム,  グラビメトリー,  潜在熱, Q82480,  地球内部構造, Q853915, Q3882429"
Q8008,経済,"Q7946, Q1069, Q11379, Q271669, Q102798, Q11424065, Q15104915, Q2249676, Q1945600, Q8008"
Q8008,国際比較,"Q215680, Q7950, Q7249040, Q505748, Q125928, Q129558, Q43521, Q17009773, Q635485,  地形変動"
Q8008,行動,"Q1069, Q46255, Q25261, Q2915366, Q161764, Q17009773, Q125928, Q42250, Q853422,  地質リソース"
Q8008,環境負荷,"Q167336, Q125928, Q855711, Q47041, Q45701, Q1334780, Q131123, Q845249, Q3497778, Q22908283"
Q22661680,背景,"Q125928, Q167336, Q12705, Q219416, Q372449, Q7942, Q1099378, Q131201, Q832237, Q3569631"
Q22661680,課題,"Q125928, Q167336, Q12705, Q219416, Q12748, Q131201, Q169940, Q841083, Q1277161, Q7942"
Q22661680,影響,"Q125928, Q167336, Q12705, Q219416, Q845249, Q841083, Q1277161, Q11394, Q832237, Q846574"
Q22661680,対策,"Q125928, Q12705, Q219416, Q1488967, Q372449, Q846574,  気候適応, Q1099456,  炭素削減, Q1916831"
Q22661680,要因,"Q7942, Q167336, Q12705, Q219416, Q845249, Q1501619, Q260607, Q832237, Q131201,  環境規制"
Q22661680,評価,"Q219416, Q167336, Q12705, Q372449, Q846574, Q7942, Q832237, Q131201, Q1099456,  エコフレンドリー"
Q22661680,持続可能性,"Q125928, Q167336, Q12705, Q219416, Q832237, Q1488967, Q1099456, Q132580, Q131201, Q295865"
Q22661680,技術,"Q12705, Q16936947,  カーボンキャプチャー, Q846292, Q219416, Q1099456, Q132580, Q192704, Q131201, Q372449"
Q22661680,経済,"Q125928, Q167336, Q12705, Q1488967, Q219416, Q1099456, Q94951,  グリーンビジネス, Q1099378, Q219416"
Q22661680,国際比較,"Q125928, Q167336, Q12705, Q219416, Q1774424, Q7649586, Q832237, Q7649624, Q1099456, Q3569631"
Q22661680,行動,"Q125928, Q12705, Q167336, Q219416, Q132580, Q1099456, Q372449, Q15305550, Q1916831, Q1488967"
Q22661680,環境負荷,"Q125928, Q167336, Q12705, Q219416, Q2945560, Q13629441, Q1774424, Q169940, Q855711, Q1501619"
Q22661680,背景,"Q125928, Q167336, Q12705, Q219416, Q372449, Q846574, Q832237, Q7942, Q11394, Q58734"
Q22661680,課題,"Q125928, Q167336, Q12705, Q219416, Q845249, Q855711, Q7942, Q310667, Q21707860, Q132580"
Q22661680,影響,"Q125928, Q167336, Q219416, Q310667, Q12705, Q372449, Q11394, Q841083, Q1501619, Q7942"
Q22661680,対策,"Q219416, Q12705, Q167336, Q125928, Q846574, Q1099456, Q2945560, Q846292, Q131201, Q1774424"
Q22661680,要因,"Q125928, Q167336, Q12705, Q219416, Q845249, Q189833, Q131201, Q832237, Q1488967, Q60933643"
Q22661680,評価,"Q125928, Q167336, Q12705, Q219416, Q1774424, Q7649586, Q372449,  気候適応, Q497743, Q21707860"
Q22661680,持続可能性,"Q219416, Q167336, Q12705, Q2945560, Q846292, Q1099456, Q94951, Q132580, Q1774424, Q131201"
Q22661680,技術,"Q125928, Q12705, Q1488967, Q219416, Q1099456,  エコロジカルフットプリント, Q27106436, Q846292, Q372449, Q219416"
Q22661680,経済,"Q159810, Q295822, Q12705, Q1488967, Q1099456, Q219416, Q1099378,  カーボンプライシング, Q94951,  コーポレートソーシャルリスポンシビリティ"
Q22661680,国際比較,"Q125928, Q167336, Q12705, Q219416, Q21707860, Q372449, Q846574, Q1488967, Q132580, Q131201"
Q22661680,行動,"Q125928, Q167336, Q12705, Q219416, Q372449, Q1488967, Q132580, Q832237, Q310667, Q131201"
Q22661680,環境負荷,"Q167336, Q219416, Q12705, Q131201, Q128991, Q310667, Q169940, Q1501619, Q125928, Q4806271"
Q104541,背景,分散、粒子、大気、化学反応、浮遊、微粒子、環境、健康、排出源、吸入
Q104541,課題,"Q472233, Q175199, Q740997, Q5731758, Q18335, Q163214, Q3686031, Q840343,  健康被害, Q320389"
Q104541,影響,"Q104541, Q131123, Q125928, Q48035814, Q1004846,  熱吸収, Q36534, Q12136, Q498957, Q7942"
Q104541,対策,"Q271779, Q584049, Q191618, Q24887418, Q3006091, Q736556, Q5363453, Q1196206, Q391752, Q808"
Q104541,要因,"Q845339, Q180600, Q1464943, Q472233, Q58734, Q81809, Q163214, 密閉された空間, Q4698318, Q16546995"
Q104541,評価,"Q472233, Q498957, Q37221, Q1975334,  空気中懸濁粒子, Q172145, Q901617, Q604008,  気相中粒子, Q5147502"
Q104541,持続可能性,"Q4898733, Q1621273, Q8104, Q175199, Q132814, Q16546995, Q163214, Q2143522, Q2249676, Q12147"
Q104541,技術,"Q104541, Q1975334, Q1896787, Q163214,  凝縮核, Q172145,  ドロップレット, Q238053,  拡散器, Q133235"
Q104541,経済,"Q190258, Q542869, Q180107,  製造コスト, Q178803, Q476300, Q3409300, Q572564, Q1259790, Q828814"
Q104541,国際比較,"Q104541, Q5157274, Q58734, Q167336, Q1621273, Q2249676, Q79529, Q3706138, Q505748,  観測データ"
Q104541,行動,"Q163214, Q16546995, Q172145, Q37221, Q3686031, Q472233, Q5157274, Q193760, Q823027, Q179057"
Q104541,環境負荷,"排出源,  大気中懸濁粒子, Q2529901, Q40178, Q183140, Q424418, Q910267, Q862876,  二次エアロゾル,  パーティキュレート matter"
Q8065,背景,"Q8068, Q7944, Q81054, Q112578022, Q140588, Q7692360, Q11441818, Q13762161, Q81054, Q7935"
Q8065,課題,"Q8068, Q7944, Q140588, Q7692360, Q167903, Q2857578, Q606332, Q741964, Q1851760, Q1717246"
Q8065,影響,"Q8068, Q7944, Q81054, Q167903, Q8070, Q754836, Q606332, Q1851760,  救援活動, Q11489398"
Q8065,対策,"Q2534289, Q1460420, Q606332,  非常用品, Q989946,  避難計画, Q15141164, Q11642683,  防災グッズ, Q22125965"
Q8065,要因,"Q8068, Q7944, Q140588, Q7692360, Q167903, Q1197120, Q8070, Q140588, Q8072, Q37602"
Q8065,評価,"被災者数,  被害総額, Q131048, Q8068, Q849953, Q989946, Q109363459,  防災対策, Q11642683,  被害状況"
Q8065,持続可能性,"Q219416, Q8065, Q1460420, Q1717246, Q6881760, Q1370468, Q15141164, Q531849, Q1141276, Q11567048"
Q8065,技術,"Q8070, Q7944, Q606332, Q1460420, Q849953, Q989946, Q22125965,  避難計画, Q3243704,  防災グッズ"
Q8065,経済,"Q8068, Q7944, Q180382, Q3395383, Q1851760, Q43183, Q21127747, Q11626616, Q1370468, Q1460420"
Q8065,国際比較,"Q8068, Q7944, Q34439356, Q7692360, Q140588, Q43059, Q167903, Q215864, Q2857578, Q79602"
Q8065,行動,"Q8070, Q2857578, Q7944, Q8068, Q81054, Q167903, Q13762161, Q11658061, Q215864,  岩盤崩れ"
Q8065,環境負荷,"Q8068, Q7944, Q81054, Q81054, Q167903, Q8070, Q112577588, Q43059,  土地沈下, Q37602"
Q2022868,背景,"Q7942, Q219416, Q12705,  廃棄物削減,  生態系破壊, Q131201,  バイオデバイス, Q832237, Q125928, Q1099456"
Q2022868,課題,"Q22908283, Q125928, Q47041, Q11498176,  プラスチック廃棄物, Q219416, Q169940, Q183129, Q3497778, Q1330768"
Q2022868,影響,"Q167336, Q219416, Q12705, Q37813, Q832237, Q131201,  バイオデバイス, Q169940,  廃棄物削減, Q7942"
Q2022868,対策,省エネ、 再生可能エネルギー、 リサイクル、CO2削減、持続可能性、廃棄物削減、バイオデグラダブル、カーボンフットプリント、環境保護、エコロジカル
Q2022868,要因,"Q22327148, Q192270, Q1554231, Q7590, Q12748, Q192704, Q12705, Q131201, Q497743, Q2945560"
Q2022868,評価,環境、負荷、評価、関係、語彙、排出、温室効果ガス、再生可能エネルギー、廃棄物、生態系
Q2022868,持続可能性,"Q2249676, Q815284, Q219416, Q130901, Q6499736, Q2022868, Q131201, Q30230067, Q131201, Q131201"
Q2022868,技術,"Q219416, Q12705, Q2945560, Q132580, Q1099456, Q846292, Q310667,  エコロジカルフットプリント, Q107056701, Q131201"
Q2022868,経済,"Q22656,  CO2排出, Q12705, Q219416, Q132580, Q1488967, Q131201, Q1099378, Q477335, Q20113959"
Q2022868,国際比較,"Q2249676, Q815284, Q67184449, Q1720648, Q130901, Q6499736, Q2022868, Q18457698, Q166542, Q950464"
Q2022868,行動,省エネ、リサイクル、エコバッグ、再生資源、CO2排出、廃棄物削減、再利用、バイオディーゼル、エコロジカルフットプリント、再生可能エネルギー
Q2022868,環境負荷,"Q2249676, Q1554231,  CO2排出, Q219416, Q167336, Q12705, Q58734,  バイオディバーシティ, Q169940, Q1058325"
Q171183,背景,"Q171183, Q125928, Q336, Q7937, Q10870555, Q1065, Q21707860, Q2249676, Q111931734, Q131201"
Q171183,課題,"Q125928, Q167336, Q219416, Q1997, Q169940, Q841083, Q1049799, Q1229911, Q131201, Q12748"
Q171183,影響,"Q125928, Q1997,  世界気候システム, Q7942,  北極氷, Q841083,  気温上昇,  気候予測,  結果報告, Q131201"
Q171183,対策,"Q15305550, Q167336, Q131201, Q12705, Q372449, Q483921, Q11693783, Q125928, Q21707860, Q846574"
Q171183,要因,"Q7942, Q167336, Q12748, Q169940, Q219416, Q125928, Q1997, Q7942, Q841083, Q832237"
Q171183,評価,"Q1379672, Q171183, Q125928, Q10870555, Q1425625, Q60050485, Q104493, Q748250, Q111931734, Q1032176"
Q171183,持続可能性,"Q219416, Q167336, Q125928, Q11379, Q12705, Q131201, Q372449, Q1049799, Q477335, Q832237"
Q171183,技術,"気候予測, Q7942, Q125928, Q167336, Q620920,  水平輸送, Q8092,  降水変動, Q903816, Q855711"
Q171183,経済,"Q190258, Q542869, Q39680,  マイクロ経済学, Q4610556, Q1414816, Q189833, Q35865, Q305186, Q5156345"
Q171183,国際比較,気候、温暖化、排出量、適応、森林、海洋、脆弱性、持続可能、報告、科学
Q171183,行動,"Q1032176, Q60050485, Q125928, Q1379672, Q1425625, Q111931734, Q131201, Q104527897, Q1630279, Q333291"
Q171183,環境負荷,"Q125928, Q3588927, Q845249, Q841083, Q7942, Q12748, Q131201, Q12705, Q11394, Q219416"
Q11574030,背景,"Q2249676, Q8236, Q7860, Q219416, Q3133, Q761559, Q132580, Q219416, Q1997,  グローバル warming"
Q11574030,課題,"Q2249676, Q132580, Q219416, Q192270, Q45701, Q12705, Q845249, Q125928, Q7942, Q37813"
Q11574030,影響,"Q832237, Q12705, Q219416, Q132580, Q125928, Q58734, Q37813, Q310667,  環境法規制, Q180388"
Q11574030,対策,"Q2249676, Q132580, Q131201, Q3133, Q12705, Q310667, Q7150, Q219416, Q20113959, Q1099378"
Q11574030,要因,"Q125928, Q12705, Q132580, Q219416, Q47041, Q131201, Q832237,  CO2排出量, Q1501619, Q320389"
Q11574030,評価,"Q219416, Q1099378,  バイオディバーシティ, Q132580, Q219416, Q310667, Q320389, Q12705,  エコフレンドリー, Q131201"
Q11574030,持続可能性,環境、リサイクル、エコロジー、再生可能エネルギー、廃棄物削減、サステナビリティ、生態系、気候変動、バイオディバーシティ、再利用
Q11574030,技術,"Q832237, Q12705,  バイオディバーシティ, Q219416, Q1099456, Q310667, Q132580, Q125928, Q1334780, Q131201"
Q11574030,経済,"Q159810, Q2249676, Q219416, Q12705, Q1554231,  循環型経済, Q1099456, Q1488967, Q189833, Q37813"
Q11574030,国際比較,環境、リサイクル、エネルギー、温室効果ガス、持続可能、廃棄物、再生可能エネルギー、資源、生態系、気候変動
Q11574030,行動,"Q832237, Q12705, Q132580, Q219416, Q131123,  バイオデグラダブル, Q310667, Q372449, Q1058325, Q948732"
Q11574030,環境負荷,"CO2排出量, Q219416, Q132580, Q310667,  エコロジカルフットプリント, Q12705, Q169940, Q58734, Q1099378, Q1501619"
Q43302,背景,"Q170464, Q383973, Q12705, Q11612834, Q38720, Q25036310, Q2249676, Q125928, Q131201, Q12705"
Q43302,課題,"Q43302,  規模拡大,  鳥類への影響, Q92251,  防音対策,  電力収納,  基地建設, Q320389,  風速変動, Q1043452"
Q43302,影響,"Q170464, Q38720, Q383973, Q12705, Q2249676, Q92251, Q5113,  風の影響, Q27137, Q1099378"
Q43302,対策,"Q38720, Q16278542, Q1464943, Q131502, Q57216, Q25036310, Q1057900,  発電量,  風力係数,  風力発電技術"
Q43302,要因,"Q1464943, Q1057900, Q38720, Q131502,  ローターブレード, Q25036310, Q1301500, Q1096907,  霧量,  霧速"
Q43302,評価,"Q1464943, Q38720,  発電量, Q49833, Q1057900,  風力係数,  周波数変動, Q25036310,  風力発電容量,  風力発電技術"
Q43302,持続可能性,"Q12705, Q38720,  グリッド接続, Q25036310, Q1464943,  風力係数, Q1043452, Q2022868,  資源有効性, Q718998"
Q43302,技術,"Q170464, Q131502, Q38720, Q81025, Q16278542, Q130760, Q2565187,  変換効率, Q25036310, Q1464943"
Q43302,経済,"Q43302, Q159810, Q240673, Q850210, Q1414816, Q4290, Q1034411, Q190258,  レベル化, Q384871"
Q43302,国際比較,"Q43302, Q18457698, Q12705, Q1185136, Q174165, Q832237,  価格競争力,  政策支援,  インフラ整備, Q11410618"
Q43302,行動,"Q38720, Q170464, Q383973, Q12705, Q1464943,  ローターブレード, Q27137, Q130760, Q25036310, Q2249676"
Q43302,環境負荷,"Q43302, Q2022868,  CO2排出,  鳥類への影響,  動物生息地の破壊, Q92251,  霧化水滴の生成,  資源の利用, Q1165944,  捕食者への影響"
Q35193557,背景,"Q832237, Q12705, Q132580, Q219416, Q1099378,  CO2削減,  バイオデグラダブル, Q94951,  ゼロウェイスト, Q165647"
Q35193557,課題,"Q295865, Q12705, Q132580, Q219416, Q167947, Q219416,  CO2排出削減, Q94951, Q1099456, Q6980595"
Q35193557,影響,"Q7150, Q832237, Q12705, Q132580, Q219416, Q1099456, Q372449,  CO2削減, Q497743, Q320389"
Q35193557,対策,"Q846574, Q132580, Q380170, Q2945560, Q12705, Q7942, Q219416,  無廃棄物社会, Q1099456, Q2022868"
Q35193557,要因,省エネ、リサイクル、再利用、自然保護、CO2削減、廃棄物削減、バイオディーゼル、リフューズ、フェアトレード、循環型社会
Q35193557,評価,"Q35193557, Q832237, Q12705,  廃棄物削減, Q132580,  グリーンライフ,  エコフレンドリー, Q219416, Q20113959, Q1099378"
Q35193557,持続可能性,"Q219416, Q295865, Q12705, Q132580, Q832237, Q1099456, Q1774424,  バイオディバーシティ,  リニューアブルエネルギー, Q131201"
Q35193557,技術,"Q132580, Q12705, Q132580, Q1099456, Q846292, Q219416, Q310667, Q846574, Q167947, Q774583"
Q35193557,経済,エコロジーカーボンオフセット再生可能エネルギー循環型社会廃棄物リサイクルサステナビリティベストプラクティスバイオディーゼル
Q35193557,国際比較,"Q219416, Q12705, Q132580, Q832237, Q310667, Q1099456, Q477335, Q2945560, Q125928, Q2022868"
Q35193557,行動,"Q132580, Q380170, Q12705, Q11339773, Q15305109,  ゼロウェイスト, Q3430864, Q219416,  レジ袋有料化, Q5838"
Q35193557,環境負荷,"Q167336, Q132580, Q219416, Q310667, Q12705, 廃棄物削減, Q477335, Q47041, Q832237,  エコフレンドリー"
Q187449,背景,"Q219416, Q832237, Q718998, Q353979, Q37813, Q5633897, Q2434238, Q219416, Q49389, Q20113959"
Q187449,課題,"Q219416, Q832237, Q10550024, Q1824165, Q121509301, Q718998, Q47041,  プラスチック削減,  CO2排出削減, Q185733"
Q187449,影響,"Q187449, Q832237, Q20113959, Q219416,  地元コミュニティ, Q37813, Q219416, Q1230584, Q367125, Q718998"
Q187449,対策,"Q219416, Q17173207, Q832237, Q353979, Q2073907, Q3577646, Q179049,  地元産品,  生態系、教育普及"
Q187449,要因,"Q473972,  地元コミュニティ, Q948732, Q219416, Q353979, Q11612840,  ガイド付きツアー, Q20113959, Q100773131, Q1521337"
Q187449,評価,"Q295865, Q832237, Q219416, Q37813, Q442321, Q6153971, Q119380, Q20113959,  インバウンド観光, Q185733"
Q187449,持続可能性,"Q219416, Q832237, Q295865,  市場需要,  地元コミュニティ, Q37813, Q132580, Q1488967, Q131201, Q20113959"
Q187449,技術,"エコロジカルツーリズム, Q219416, Q1488967, Q132580,  バイオディバーシティ, Q94951, Q367125,  ゼロウェイスト,  リニューアブルエネルギー,  エコフレンドリー"
Q187449,経済,"Q219416, Q49389, Q20113959, Q718998, Q948732, Q124164, Q217102, Q1573906, Q1527264,  就業机会"
Q187449,国際比較,"Q187449, Q219416, Q20113959, Q17173207, Q353979, Q219416, Q948732,  バイオダイバーシティ,  地元経済, Q7942"
Q187449,行動,"Q219416, Q20113959, Q490933, Q121509301, Q37813,  観光インフラ, Q353979, Q1630279, Q6153971, Q497743"
Q187449,環境負荷,石油、廃棄物、二酸化炭素、森林伐採、水資源、大気汚染、生物多様性、地球温暖化、騒音、交通量
Q9378718,背景,"Q104527897, Q55075184, Q79913, Q10294, Q1065, Q233842, Q7188, Q826745, Q131201, Q166542"
Q9378718,課題,"Q10294, Q165947, Q8434, Q31207, Q656365, Q2249676, Q454, Q55075184, Q104527897, Q376444"
Q9378718,影響,"Q9378718, Q865909, Q826745, Q7649586, Q1824165,  医療支援, Q24876792,  緊急支援, Q188485, Q832237"
Q9378718,対策,"Q9378718, Q865909, Q826745, Q7649586, Q1824165,  医療支援, Q121509301, Q1460420,  飢餓対策, Q12002092"
Q9378718,要因,"Q104527897, Q55075184, Q10294, Q131201, Q8434, Q31207, Q2249676, Q454, Q233842, Q124164"
Q9378718,評価,"Q9378718, Q865909, Q219416, Q1665970, Q695838, Q177323,  国際連携, Q1824165,  開発目標, Q451553"
Q9378718,持続可能性,"Q219416, Q55075184, Q2249676, Q8425, Q13780930, Q728646, Q104527897, Q10294, Q174165, Q8434"
Q9378718,技術,"Q1824165, Q865909, Q826745, Q219416,  貧富の格差, Q583725,  教育機会均等, Q832237, Q113453,  飢餓対策"
Q9378718,経済,"Q9378718, Q159810, Q130901, Q601401, Q55075184, Q131201, Q233842, Q190258, Q542869, Q151900"
Q9378718,国際比較,"Q9378718, Q166542, Q233842, Q55075184, Q104527897, Q159810, Q177323, Q79913,  政治安定性,  国際援助"
Q9378718,行動,"Q104527897, Q55075184, Q233842, Q124164, Q3117735, Q321839, Q4539, Q124964, Q11655540, Q23009439"
Q9378718,環境負荷,"Q2022868, Q167336, Q219416, Q845249, Q1049799,  二酸化炭素排出量, Q3497778, Q131201, Q832237, Q12705"
Q215864,背景,熱気、温暖化、気候変動、高温、気温、熱帯夜、湿度、熱中症、気象、太陽光
Q215864,課題,"Q845339, Q2661322, Q729, Q756, Q28128222, Q242165, Q1212650, Q180600, Q646, Q3839081"
Q215864,影響,"Q242165,  高温注意報,  暑さ対策,  飲水量,  熱中症予防, Q910009,  熱中症対策,  高温多湿, Q1146414, Q31487"
Q215864,対策,"Q2393184, Q1146414, Q5656752,  水分補給, Q160020,  クールタオル, Q242165,  冷たい飲み物,  着脱可能な衣服,  冷風 ventilator"
Q215864,要因,"Q8092, Q177414,  大気の不安定性, Q167336,  地表面の上昇気流, Q180600, Q424418,  都市熱島,  大気中の汚染物質,  乾燥した風"
Q215864,評価,"Q3774617, Q28128222,  蒸し暑い, Q242165, Q180600, Q7942, Q28128222, Q193788, Q255722,  蒸し蒸し"
Q215864,持続可能性,"Q125928, Q278061, Q4421, Q1049799, Q11666068, Q37813, Q11451, Q1997, Q159810, Q12147"
Q215864,技術,"Q7465774, Q3929317, Q1265533, Q180600, Q11642526, Q12767712, Q266790, Q7698332, Q28692585,  サーマル・コンフォート"
Q215864,経済,"Q845339, Q235352, Q190258, Q1265533, Q5376358, Q43183, Q3274205, Q2095, Q9323634, Q11379"
Q215864,国際比較,"Q845339, Q180600, Q242165,  熱中症警戒情報, Q1212650, Q5656752, Q910009,  ハイパーラーミング,  熱中症予防,  暑さ対策"
Q215864,行動,"Q215864, Q845339, Q1212650, Q242165,  蒸し暑い, Q180600, Q193840, Q9690, Q242165,  熱ストレス"
