単語,観点,関連語
水資源管理,課題,"水不足,  水質汚染,  持続可能性,  流域管理,  枯渇,  人口増加,  水利用衝突,  流出防止,  乾燥地化,  海水淡水化"
水資源管理,影響,"水利用,  流量,  乾燥,  水不足,  浄化,  浸食,  蒸発,  集水,  降雨,  地下水"
水資源管理,対策,"水利用,  水供給,  浄水,  水質管理,  水循環,  水不足,  水浄化,  降水量,  水利権,  水再生"
水資源管理,要因,"水量,  水質,  流域,  汚染,  水利用,  水循環,  乾燥,  湿地,  水需要,  流出"
水資源管理,評価,"水利権,  水資源量,  水利用計画,  水資源保護区域,  水質汚染,  水需要予測,  水循環,  水利用制限,  水利用許可,  水資源衝突"
水資源管理,持続可能性,"持続可能性,  水利用,  再生可能エネルギー,  保護区域,  用水制限,  浄水技術,  水循環,  水資源保全,  水質改善,  地下水位"
水資源管理,技術,"水資源管理,  流量計測,  浄水技術,  雨水利用,  浸透設備,  水資源保護,  海水淡水化,  水質検査,  河川管理,  灌漑施設"
水資源管理,経済,"需要,  供給,  価格,  需要予測,  費用対効果,  政策,  規制,  投資,  環境保護,  持続可能"
水資源管理,国際比較,水利用、排水、水供給、水資源、持続可能性、水ストレス、水循環、流域管理、浄水、水質
水資源管理,行動,水利用、節水、浄水、排水、再生水、流域管理、地下水、降水量、用水量、浸水
水資源管理,環境負荷,"水不足,  流出,  汚染,  過剰利用,  地下水位低下,  乾燥地化,  蒸発,  浄化機能低下,  水生生物への影響,  河川改修"
太陽光発電システム,背景,"再生可能エネルギー,  太陽光パネル,  グリッド接続,  グリッドインタータイ,  エネルギー変換効率,  太陽光線,  気候条件,  クリーンエネルギー,  地球温暖化,  持続可能"
太陽光発電システム,課題,"効率,  発電量,  太陽電池,  霧ヶ峰,  蓄電池,  経済性,  パネル劣化,  インバーター,  天候依存,  マイクログリッド"
太陽光発電システム,影響,"地域,  太陽光,  発電,  システム,  省エネ,  再生可能エネルギー,  環境,  グリーンエネルギー,  費用対効果,  グリッド接続"
太陽光発電システム,対策,"インバーター,  パワーコンディショナー,  吸収波動緩和器,  過電圧保護装置,  直流切り替え装置,  直流電力センサー,  太陽電池パワーセンサー,  可逆的抵抗器,  グリッド連系制御装置,  絶縁監視装置"
太陽光発電システム,要因,"太陽光,  発電,  システム,  エネルギー,  パネル,  インバータ,  変換効率,  露出,  施工,  メンテナンス"
太陽光発電システム,評価,"評価,  効率,  設計,  試験,  長寿命,  メンテナンス,  耐久性,  経済性,  性能,  安全性"
太陽光発電システム,持続可能性,"持続可能性,  再生可能エネルギー,  省エネルギー,  CO2削減,  グリーンエネルギー,  環境保護,  グリッド接続,  ネットメータリング,  バッテリー蓄電技術,  グリーンビルディング"
太陽光発電システム,技術,"太陽電池,  インバータ,  発電量,  グリッド接続,  MPPT,  パワーコンディショナ,  モジュール,  合成気象データ,  システム効率,  テストピース"
太陽光発電システム,経済,"太陽光,  発電,  システム,  経済,  費用対効果,  収支,  投資,  資金,  余剰電力,  補助金"
太陽光発電システム,国際比較,"太陽光,  発電,  システム,  国際,  比較,  語彙,  エネルギー,  パネル,  効率,  グリッド"
太陽光発電システム,行動,"太陽光,  発電,  システム,  ソーラーパネル,  インバーター,  バッテリー,  グリッド接続,  エネルギー変換,  太陽電池,  霧除け"
太陽光発電システム,環境負荷,"二酸化炭素,  太陽電池,  発電量,  再生可能エネルギー,  環境保護,  グリーンエネルギー,  資源消費,  持続可能性,  太陽光,  廃棄物"
気候正義,背景,環境、公正、格差、再生可能エネルギー、持続可能、適応、脱炭素化、気候変動、社会正義、国際協力
気候正義,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  炭素排出,  森林破壊,  持続可能な開発,  資源枯渇,  海面上昇,  災害リスク"
気候正義,影響,気候変動、温室効果ガス、再生可能エネルギー、環境破壊、持続可能性、地球温暖化、森林伐採、海面上昇、気候変動適応、排出削減
気候正義,対策,"気候変動,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  脱炭素化,  パリ協定,  森林保護,  再利用,  グリーンテクノロジー,  レジリエンス"
気候正義,要因,"二酸化炭素,  森林破壊,  持続可能性,  再生可能エネルギー,  気候変動,  環境保護,  地球温暖化,  パリ協定,  持続可能な開発,  再利用"
気候正義,評価,"気候変動,  社会正義,  持続可能性,  公平,  環境保護,  貧困削減,  グリーンエネルギー,  平等,  二酸化炭素排出削減,  可及的速やかな"
気候正義,持続可能性,"持続可能性,  気候変動,  グリーンエネルギー,  再生可能エネルギー,  環境保護,  カーボンニュートラル,  持続可能な開発,  グリーンテクノロジー,  持続可能な消費,  グリーンインフラstructure"
気候正義,技術,"気候変動,  再生可能エネルギー,  グリーンテクノロジー,  持続可能性,  カーボンニュートラル,  バイオマス,  グリーンインフラ,  ゼロエミッション,  サステナビリティ,  クリーンエネルギー"
気候正義,経済,"気候変動,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  温室効果ガス,  環境保護,  再生可能資源,  グリーンエネルギー,  エコフレンドリー,  ゼロエミッション"
気候正義,国際比較,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  脱炭素化,  グリーンエネルギー,  持続可能な開発,  気候適応,  環境保護,  国際協力"
気候正義,行動,"気候変動,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  循環型経済,  削減目標,  持続可能な開発目標,  グリーンテクノロジー,  持続可能な生活,  持続可能な交通"
気候正義,環境負荷,"温暖化,  排出量,  持続可能性,  再生可能エネルギー,  森林破壊,  環境保護,  削減,  再利用,  持続可能な開発,  環境影響"
生物多様性,背景,"生態系,  保護区,  絶滅危惧種,  侵略的外来種,  森林破壊,  持続可能性,  遺伝的多様性,  希少種,  生息地,  気候変動"
生物多様性,課題,"生態系,  遺伝子多様性,  保全,  侵略的外来種,  持続可能性,  絶滅危惧種,  食物連鎖,  森林破壊,  気候変動,  乱獲"
生物多様性,影響,"生態系,  種の絶滅,  依存関係,  適応,  保護区,  遺伝子多様性,  森林破壊,  水質汚染,  イントロデュースド種,  持続可能性"
生物多様性,対策,"生態系,  保護区域,  絶滅危惧種,  侵入種,  森林破壊,  指定管理者,  種の多様性,  遺伝的多様性,  希少種,  持続可能な利用  "
生物多様性,要因,"生息地破壊,  気候変動,  過剰な漁獲,  廃棄物,  種の乱獲,  侵略的外来種,  森林伐採,  人間の活動,  土地利用変化,  環境汚染"
生物多様性,評価,"生態系,  種,  遺伝子,  保全,  絶滅,  保護,  環境,  準絶滅危惧,  生息地,  森林"
生物多様性,持続可能性,"生態系,  保護区,  種の多様性,  遺伝子多様性,  持続可能性,  依存関係,  野生生物保護,  環境保全,  絶滅危惧種,  森林保護"
生物多様性,技術,"遺伝子多様性,  種多様性,  環境DNA,  遺伝子組換え技術,  絶滅危惧種,  インベイシブ種,  遺伝子保存,  野生動植物保護,  創薬植物,  遺伝子編集"
生物多様性,経済,"生態系サービス,  持続可能性,  資源利用,  循環経済,  保護区域,  経済評価,  持続可能な開発,  生物多様性経済学,  生態系機能,  環境責任"
生物多様性,国際比較,"生態系,  絶滅危惧種,  保護区,  森林破壊,  野生動物取引,  侵入種,  水質汚染,  気候変動,  遺伝的多様性,  持続可能な開発"
生物多様性,行動,"種の多様性,  環境保護,  人間活動,  持続可能性,  野生動物,  保護区,  森林破壊,  地球温暖化,  海洋汚染,  野生生物保護"
生物多様性,環境負荷,"生物多様性,  遺伝子多様性,  種の多様性,  生態系多様性,  侵略的外来種,  過剰捕獲,  森林伐採,  土壌劣化,  水質汚染,  気候変動"
ゼロエミッション,背景,"排出削減,  持続可能性,  循環経済,  再生可能エネルギー,  脱炭素化,  温室効果ガス,  クリーンテクノロジー,  環境保護,  持続可能な開発,  グリーンインフラструкチャー"
ゼロエミッション,課題,"ゼロエミッション,  再生可能エネルギー,  二酸化炭素排出量,  持続可能性,  太陽光発電,  電気自動車,  バッテリー技術,  カーボンニュートラル,  水素エネルギー,  排出削減"
ゼロエミッション,影響,"再生可能エネルギー,  カーボンニュートラル,  持続可能性,  グリーンテクノロジー,  環境保護,  グリーンハウスガス,  クリーンエネルギー,  持続可能な開発,  サステナビリティ,  地球温暖化"
ゼロエミッション,対策,"再生可能エネルギー,  電動車,  再利用,  カーボンニュートラル,  燃料電池,  省エネルギー,  バイオマス,  地球温暖化,  リサイクル,  持続可能"
ゼロエミッション,要因,"再生可能エネルギー, 省エネ, 循環経済, 脱炭素化, エコロジカルフットプリント, サステナビリティ, 再利用, 廃棄物削減, 持続可能性, クリーンテクノロジー"
ゼロエミッション,評価,"CO2削減,  環境保護,  再生可能エネルギー,  温室効果ガス,  クリーンエネルギー,  持続可能性,  グリーンテクノロジー,  カーボンニュートラル,  自然環境,  エコフレンドリー"
ゼロエミッション,持続可能性,"持続可能性,  グリーンエネルギー,  再生可能エネルギー,  脱炭素,  環境保護,  持続可能な開発,  カーボンニュートラル,  レジリエンス,  サステナビリティ,  クリーンテクノロジー"
ゼロエミッション,技術,"再生可能エネルギー,  電気自動車,  太陽光発電,  風力発電,  グリッド接続,  蓄電池,  水素燃料電池,  カーボンニュートラル,  軽合金,  バイオ燃料"
ゼロエミッション,経済,"再生可能エネルギー,  再利用,  環境保護,  カーボンニュートラル,  持続可能性,  グリーンテクノロジー,  低炭素,  有機農業,  温室効果ガス,  循環経済"
ゼロエミッション,国際比較,排出量、再生可能エネルギー、脱炭素化、気候変動、持続可能性、環境政策、低炭素、環境保護、グリーンエネルギー、二酸化炭素
ゼロエミッション,行動,"再生可能エネルギー,  電気自動車,  ソーラーパネル,  風力発電,  カーボンニュートラル,  バイオマス,  エネルギー効率,  低炭素,  蓄電池,  グリーンテクノロジー"
ゼロエミッション,環境負荷,"排出,  炭素,  温室効果ガス,  再生可能,  低炭素,  持続可能,  グリーンエネルギー,  資源,  生態系,  生物多様性"
グリーンシティ,背景,"持続可能性,  環境保護,  再生可能エネルギー,  エコロジカル,  リサイクル,  グリーンテクノロジー,  自然保護,  グリッド接続,  カーボンニュートラル,  エコフレンドリー"
グリーンシティ,課題,"エネルギー効率,  再生可能エネルギー,  低炭素,  リサイクル,  廃棄物削減,  省エネルギー,  公共交通機関,  緑地,  持続可能,  環境配慮"
グリーンシティ,影響,"サステナビリティ,  環境保護,  エコロジカル,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  リサイクル,  グリーンビルディング,  ゼロエミッション,  カーボンニュートラル"
グリーンシティ,対策,"持続可能性,  環境保護,  再生可能エネルギー,  リサイクル,  自然保護,  エコロジカルデザイン,  低炭素,  廃棄物削減,  緑化計画,  グリッドシステム"
グリーンシティ,要因,"緑化,  持続可能性,  環境,  都市計画,  再生可能エネルギー,  汚染,  公共交通機関,  再利用,  生物多様性,  廃棄物管理"
グリーンシティ,評価,"環境保全,  持続可能性,  廃棄物削減,  再生可能エネルギー,  公共交通機関,  緑化,  エコフレンドリー,  都市計画,  低炭素,  リサイクル"
グリーンシティ,持続可能性,"持続可能性,  環境,  再生可能エネルギー,  廃棄物削減,  エコフレンドリー,  自然保護,  循環経済,  グリーンインフラ,  カーボンフットプリント,  生物多様性"
グリーンシティ,技術,"都市計画,  再生可能エネルギー,  エコロジカル,  リサイクル,  シンクロノシティ,  サステイナブル,  カーボンニュートラル,  バイオディバーシティ,  グリーンインフラ,  インテリジェントテクノロジー"
グリーンシティ,経済,"環境保護,  再生可能エネルギー,  持続可能性,  リサイクル,  ゼロエミッション,  インフラ改善,  エコノミー,  グリーンテクノロジー,  バイオマス,  環境税"
グリーンシティ,国際比較,"サステナビリティ,  環境,  CO2排出,  都市計画,  再生可能エネルギー,  バイオディバーシティ,  持続可能性,  空気品質,  自然保護,  リサイクル"
グリーンシティ,行動,"持続可能性,  環境保護,  再生可能エネルギー,  廃棄物リサイクル,  グリーンスペース,  交通渋滞,  エコロジカルフットプリント,  エネルギー効率,  資源節約,  大気汚染"
グリーンシティ,環境負荷,"環境負荷,  温室効果ガス,  CO2排出,  再生可能エネルギー,  廃棄物削減,  水資源管理,  大気汚染,  バイオマスエネルギー,  エコロジカルフットプリント,  持続可能な開発"
地球温暖化防止,背景,"地球,  温暖化,  環境,  温室効果ガス,  持続可能,  再生可能エネルギー,  森林伐採,  排出削減,  気候変動,  パリ協定"
地球温暖化防止,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  炭素排出,  森林保護,  パリ協定,  持続可能な開発目標,  気候変動適応策,  海面上昇"
地球温暖化防止,影響,"再生可能エネルギー,  持続可能性,  森林保護,  パリ協定,  温室効果ガス,  再利用,  カーボンニュートラル,  持続可能な開発,  気候変動,  資源保護"
地球温暖化防止,対策,"再生可能エネルギー,  温室効果ガス,  持続可能性,  再利用,  カーボンオフセット,  バイオ燃料,  森林保護,  ゼロエミッション,  資源循環,  持続可能な開発"
地球温暖化防止,要因,"温室効果ガス,  再生可能エネルギー,  持続可能な開発,  森林保護,  再利用,  電気自動車,  水資源管理,  グリーンテクノロジー,  環境教育,  カーボンオフセット"
地球温暖化防止,評価,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  環境保護,  持続可能な開発,  カーボンニュートラル,  林業,  海洋保護,  再利用"
地球温暖化防止,持続可能性,"持続可能性,  再生可能エネルギー,  削減,  リサイクル,  循環経済,  持続可能な開発,  持続可能な消費,  生態系保全,  グリーンテクノロジー,  カーボンオフセット"
地球温暖化防止,技術,省エネ、再生可能エネルギー、カーボンオフセット、再利用、リサイクル、バイオ燃料、地球温暖化対策、低炭素、二酸化炭素削減、持続可能
地球温暖化防止,経済,"再生可能エネルギー,  グリーンテクノロジー,  カーボンオフセット,  持続可能性,  ゼロエミッション,  クリーンエネルギー,  グリーンビジネス,  ローカルフード,  ローカル産業,  エコノミック・トランジション"
地球温暖化防止,国際比較,"地球温暖化,  国際比較,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  カーボンニュートラル,  持続可能な開発目標,  環境保護,  持続可能なライフスタイル"
地球温暖化防止,行動,"省エネ,  再生可能エネルギー,  CO2削減,  森林保護,  リサイクル,  大気汚染削減,  持続可能な開発,  グリーンテクノロジー,  低炭素社会,  気候変動"
地球温暖化防止,環境負荷,"炭素排出,  持続可能性,  再生可能エネルギー,  森林保護,  バイオマス,  氷河減少,  グリーンテクノロジー,  気候変動,  フロンガス,  パリ協定"
地球環境,背景,"環境保護,  持続可能性,  汚染,  森林破壊,  気候変動,  再生可能エネルギー,  バイオ多様性,  グリーンテクノロジー,  海洋汚染,  リサイクル"
地球環境,課題,"環境,  気候変動,  持続可能性,  二酸化炭素,  森林破壊,  海洋汚染,  廃棄物,  生物多様性,  グリーンエネルギー,  食糧危機"
地球環境,影響,"気候変動,  温暖化,  森林伐採,  土壌劣化,  海洋汚染,  大気汚染,  生物多様性,  持続可能性,  廃棄物問題,  資源枯渇"
地球環境,対策,"環境保護,  再生可能エネルギー,  持続可能性,  廃棄物削減,  気候変動,  リサイクル,  持続可能な開発,  環境汚染,  大気汚染,  森林保護"
地球環境,要因,"気候変動,  森林伐採,  大気汚染,  海洋酸性化,  生物多様性,  土壌劣化,  廃棄物処理,  水資源枯渇,  環境破壊,  鉱物資源枯渇"
地球環境,評価,"環境保護,  持続可能性,  森林伐採,  気候変動,  廃棄物処理,  海洋汚染,  生物多様性,  再生可能エネルギー,  大気汚染,  土壌劣化"
地球環境,持続可能性,"環境保護,  再生可能エネルギー,  持続可能性,  削減,  リサイクル,  気候変動,  持続可能な開発,  生態系,  持続可能な消費,  海洋汚染"
地球環境,技術,"持続可能性,  再生可能エネルギー,  バイオディーゼル,  グリーンテクノロジー,  カーボンニュートラル,  リサイクル,  持続可能な開発,  環境保護,  エコイノミー,  水資源管理"
地球環境,経済,"地球温暖化,  再生可能エネルギー,  持続可能性,  循環型経済,  炭素排出,  持続可能な開発,  環境保護,  生態系,  バイオマス,  プラスチック削減"
地球環境,国際比較,環境、廃棄物、再生可能エネルギー、温室効果ガス、持続可能、生態系、気候変動、バイオディバーシティ、排出量、循環経済
地球環境,行動,"再生可能エネルギー,  リサイクル,  持続可能,  CO2削減,  水資源保護,  森林保護,  グリーンテクノロジー,  環境浄化,  バイオディバーシティ,  持続可能な開発"
地球環境,環境負荷,"温暖化,  オゾン層破壊,  水質汚染,  大気汚染,  廃棄物,  生物多様性,  持続可能性,  環境破壊,  過剰消費,  過剰開発"
グリーンビルディング,背景,"持続可能性,  省エネルギー,  再生可能エネルギー,  環境配慮,  CO2削減,  リサイクル,  エコフレンドリー,  グリーンテクノロジー,  廃棄物削減,  環境認証"
グリーンビルディング,課題,省エネ、再生可能エネルギー、断熱、リサイクル、環境配慮、CO2削減、持続可能性、エコフレンドリー、廃棄物削減、地域密着
グリーンビルディング,影響,"持続可能性,  エネルギー効率,  再生可能エネルギー,  断熱材,  再利用,  環境負荷,  資源節約,  CO2排出削減,  循環型社会,  環境認証"
グリーンビルディング,対策,省エネ、再生可能エネルギー、断熱、再利用、環境配慮、再生可能素材、サステナビリティ、エコフレンドリー、カーボンニュートラル、自然光利用
グリーンビルディング,要因,"省エネルギー建築,  再生可能エネルギー,  施工材料,  環境配慮,  健康性,  リサイクル,  CO2削減,  グリーンインフラ,  耐震性,  エコロジカルデザイン"
グリーンビルディング,評価,"エネルギー効率,  再生可能エネルギー,  施工材料,  二酸化炭素排出量,  建物設計,  環境負荷,  持続可能性,  施設管理,  室内環境品質,  地域性"
グリーンビルディング,持続可能性,"エネルギー効率,  再生可能エネルギー,  施工廃棄物,  再生利用,  経済性,  環境影響,  健康促進,  CO2削減,  水資源管理,  グリーン認証"
グリーンビルディング,技術,省エネ、再生可能エネルギー、断熱、冷暖房効率、自然光、太陽光発電、バイオクリーン、グリーンルーフ、サステナビリティ、環境認証
グリーンビルディング,経済,"エネルギー効率,  再生可能エネルギー,  資源節約,  環境配慮,  コスト削減,  資産価値向上,  健康促進,  持続可能性,  グリーンテクノロジー,  費用対効果"
グリーンビルディング,国際比較,"エネルギー効率,  再生可能エネルギー,  施工規格,  資源有効利用,  CO2排出削減,  低炭素社会,  環境認証制度,  持続可能性評価,  経済効果,  建築設計"
グリーンビルディング,行動,省エネ、再生可能エネルギー、断熱、リサイクル、低CO2排出、バイオ建材、ウォーターサービス、エコフレンドリー、環境認証、廃棄物削減
グリーンビルディング,環境負荷,省エネ、再生可能エネルギー、断熱、太陽光発電、地球温暖化、廃棄物削減、持続可能性、排出ガス削減、都市緑化、水資源管理
省エネ,背景,"省エネ,  環境,  エネルギー,  温室効果ガス,  再生可能エネルギー,  CO2削減,  持続可能な,  電力,  リサイクル,  グリーン活動"
省エネ,課題,"省エネ,  環境,  エコ,  再生可能エネルギー,  CO2削減,  資源有効利用,  断熱,  LED照明,  電力消費,  循環経済"
省エネ,影響,"省エネルギー,  環境保護,  再生可能エネルギー,  グリーンテクノロジー,  断熱材,  冷暖房設備,  LED照明,  エコモード,  ソーラーパネル,  エネルギースター"
省エネ,対策,"省エネ対策,  エコ,  冷暖房設備,  LED照明,  断熱材,  冷蔵庫,  冷房,  エネルギー効率,  太陽光発電,  自然風通し"
省エネ,要因,"省エネルギー,  再生可能エネルギー,  断熱,  冷暖房,  節水,  LED照明,  エコモード,  高効率,  ソーラーパネル,  エコカー"
省エネ,評価,"効率,  芸術性,  エコフレンドリー,  再生可能エネルギー,  クリーンテクノロジー,  リサイクル,  循環経済,  CO2排出削減,  環境配慮,  持続可能"
省エネ,持続可能性,"省エネ,  持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  エコフレンドリー,  カーボンフットプリント,  リサイクル,  エネルギー効率,  持続可能な開発,  環境配慮"
省エネ,技術,"省エネ技術,  冷房,  給湯,  再生可能エネルギー,  断熱,  LED照明,  ソーラーパネル,  電力制御装置,  蓄熱,  高効率ボイラー"
省エネ,経済,"効率,  システム,  再生可能エネルギー,  節約,  適正価格,  リサイクル,  持続可能,  マイクログリッド,  カーボンフットプリント,  蓄電池"
省エネ,国際比較,"省エネ,  国際,  比較,  関係,  語彙,  エネルギー,  施策,  政策,  環境,  データ"
省エネ,行動,"省エネ,  電力,  蓄電池,  冷暖房,  LED,  グリーンエネルギー,  エコモード,  省エネルギー基準,  オフピーク,  バイオマス"
省エネ,環境負荷,"省エネルギー,  CO2排出量,  再生可能エネルギー,  カーボンフットプリント,  エコロジカル・フットプリント,  リサイクル,  エネルギー効率,  持続可能性,  地球温暖化,  持続可能な開発"
電動輸送,背景,"電動,  輸送,  自動化,  ロボット,  モビリティ,  環境,  バッテリー,  グリーン,  効率,  革新"
電動輸送,課題,"電動輸送,  課題,  電池寿命,  充電インフラ,  航続距離,  環境影響,  充電時間,  電力供給,  コスト,  メンテナンス,  安全性"
電動輸送,影響,"自動車,  省エネ,  環境,  ロボット,  渋滞,  モビリティ,  バッテリー,  輸送効率,  燃料,  車両管理"
電動輸送,対策,"自動運転,  ロボット技術,  データ分析,  センサー技術,  物流効率,  バッテリー寿命,  オートメーション,  ネットワーク接続,  AI活用,  設備保全"
電動輸送,要因,"電動輸送,  需要,  環境,  効率,  バッテリー,  軽量化,  開発,  交通規制,  インフラ整備,  制御技術"
電動輸送,評価,"評価,  効率,  コスト,  環境,  持続可能性,  排出削減,  テクノロジー,  イノベーション,  モビリティ,  省エネルギー"
電動輸送,持続可能性,"持続可能性,  電動,  輸送,  ゼロエミッション,  エコロジカル,  グリーン,  モビリティ,  エネルギー効率,  再生可能エネルギー,  カーボンニュートラル"
電動輸送,技術,"自動運転,  ロボット,  センサー,  データ通信,  電動モーター,  バッテリー,  地図情報,  制御システム,  減速装置,  ルート最適化"
電動輸送,経済,"電動輸送,  経済,  環境,  需要,  電気自動車,  新技術,  可処分所得,  インフラ整備,  石油依存,  効率性"
電動輸送,国際比較,"輸送,  国際,  電動,  比較,  ロボット,  自動運転,  モビリティ,  燃料電池,  貨物,  インフラ"
電動輸送,行動,"電動,  輸送,  行動,  関係,  語彙,  挙げる,  説明,  番号,  いらない"
電動輸送,環境負荷,"二酸化炭素,  温室効果ガス,  大気汚染,  石油消費,  排気ガス,  鉱物資源枯渇,  交通渋滞,  土地利用,  廃棄物,  エネルギー消費"
温室効果ガス,背景,"温室効果ガス, 化石燃料, 排出, 気候変動, 二酸化炭素, メタン, 窒素酸化物, 森林伐採, 産業活動, 温暖化"
温室効果ガス,課題,"温室効果ガス, 排出量, 二酸化炭素, メタン, 窒素酸化物, フロンガス, 炭素排出, 環境保護, 地球温暖化, 持続可能, 再生可能"
温室効果ガス,影響,"気候変動,  二酸化炭素,  地球温暖化,  化石燃料,  森林破壊,  海氷減少,  水位上昇,  災害頻発,  極端気象,  水資源枯渇"
温室効果ガス,対策,"再生可能エネルギー,  カーボンニュートラル,  持続可能性,  ゼロエミッション,  生物多様性,  森林保護,  グリーンテクノロジー,  カーボンオフセット,  グリーンハウスガス,  再利用"
温室効果ガス,要因,"二酸化炭素,  メタン,  窒素酸化物,  オゾン,  フロン,  化石燃料,  森林伐採,  畜産,  産業活動,  土壌変化"
温室効果ガス,評価,"温室効果ガス,  炭化水素,  二酸化炭素,  メタン,  窒素酸化物,  フロン,  オゾン,  水蒸気,  地球温暖化,  森林破壊,  自動車排ガス"
温室効果ガス,持続可能性,"持続可能性,  温室効果ガス,  環境,  大気,  気候変動,  持続可能な開発,  化石燃料,  再生可能エネルギー,  環境保護,  カーボンニュートラル"
温室効果ガス,技術,"二酸化炭素,  メタン,  窒素酸化物,  地球温暖化,  森林伐採,  再生可能エネルギー,  グリーンテクノロジー,  省エネルギー,  カーボンニュートラル,  エコロジカルデザイン"
温室効果ガス,経済,"二酸化炭素,  持続可能性,  環境税,  再生可能エネルギー,  カーボンオフセット,  省エネルギー,  グリーンテクノロジー,  パリ協定,  グリーンファイナンス,  排出量削減"
温室効果ガス,国際比較,"二酸化炭素,  メタン,  亜酸化窒素,  フロン,  二酸化窒素,  揮発性有機化合物,  一酸化窒素,  硫化水素,  トリフルオロメタン,  硫黄ヘキサフルオリド"
温室効果ガス,行動,"温室効果ガス,  二酸化炭素,  メタン,  硝酸化合物,  水蒸気,  オゾン,  フロン,  窒素酸化物,  炭酸ガス,  有機塩素化合物,  二酸化窒素"
温室効果ガス,環境負荷,"温室効果ガス,  二酸化炭素,  メタン,  亜酸化窒素,  フロン,  揮発性有機化合物,  炭酸ガス,  窒素酸化物,  ハロカーボン,  水蒸気"
再生可能エネルギー,背景,"風力,  太陽光,  水力,  地熱,  バイオマス,  潮力,  太陽熱,  ウインド,  ソーラー,  ハイドロ"
再生可能エネルギー,課題,"再生可能エネルギー,  資源,  需要,  供給,  施設,  技術,  費用,  プロジェクト,  環境,  政策"
再生可能エネルギー,影響,"再生可能エネルギー,  環境,  温室効果ガス,  資源,  太陽光発電,  風力発電,  バイオマス,  地熱,  水力発電,  排出削減"
再生可能エネルギー,対策,"風力発電,  太陽光発電,  水力発電,  地熱エネルギー,  バイオマス,  潮力発電,  太陽熱発電,  波力発電,  ウィンドファーム,  ソーラーパネル"
再生可能エネルギー,要因,"風力,  太陽光,  水力,  地熱,  バイオマス,  潮力,  太陽熱,  生ごみ,  廃棄物,  再生可能エネルギー"
再生可能エネルギー,評価,"再生可能エネルギー,  評価,  可再生エネルギー,  風力発電,  太陽光発電,  バイオマス,  水力発電,  地熱,  ソーラーパネル,  電力需要,  環境保護"
再生可能エネルギー,持続可能性,"再生可能エネルギー,  持続可能性,  グリーンエネルギー,  環境保護,  再利用,  クリーンテクノロジー,  カーボンニュートラル,  グリッド接続,  持続可能な開発,  自然エネルギー"
再生可能エネルギー,技術,"風力発電,  ソーラーパネル,  水力発電,  地熱発電,  バイオマスエネルギー,  海洋エネルギー,  太陽熱発電,  潮力発電,  水素エネルギー,  グリッド接続"
再生可能エネルギー,経済,"再生可能エネルギー,  経済,  発電所,  太陽光発電,  風力発電,  地熱エネルギー,  バイオマスエネルギー,  水力発電,  波力発電,  原価,  支援"
再生可能エネルギー,国際比較,"再生可能エネルギー,  国際比較,  語彙,  適用,  技術,  政策,  推進,  交換,  持続可能,  開発"
再生可能エネルギー,行動,"再生可能エネルギー,  太陽光,  風力,  水力,  地熱,  バイオマス,  廃棄物,  グリッド接続,  エネルギー効率,  グリーンエネルギー"
再生可能エネルギー,環境負荷,"再生可能エネルギー,  太陽光,  風力,  水力,  バイオマス,  地熱,  波力, 潮力, 地球温暖化,  環境保護"
気候変動対策,背景,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  海洋保護,  再利用,  環境保護,  地球温暖化,  カーボンニュートラル"
気候変動対策,課題,"気候変動,  二酸化炭素,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林破壊,  経済成長,  海面上昇,  グリーンテクノロジー,  パリ協定"
気候変動対策,影響,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  温暖化,  カーボンニュートラル,  持続可能な開発目標,  森林保護,  経済的インセンティブ,  地球温暖化"
気候変動対策,対策,"再生可能エネルギー,  二酸化炭素削減,  持続可能性,  森林保護,  グリーンテクノロジー,  気候変動適応,  環境保護,  レジリエンス,  カーボンニュートラル,  温室効果ガス削減,  循環型社会"
気候変動対策,要因,"温室効果ガス,  再生可能エネルギー,  持続可能な開発,  森林保護,  資源循環,  低炭素経済,  グリーンテクノロジー,  気候変動適応,  パリ協定,  持続可能な消費"
気候変動対策,評価,"持続可能性,  温室効果ガス,  再生可能エネルギー,  パリ協定,  地球温暖化,  持続可能な開発目標,  森林保護,  持続可能な都市,  気候変動適応策,  クリーンエネルギー"
気候変動対策,持続可能性,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  バイオ燃料,  カーボンオフセット,  ローカルフード,  クリーンエネルギー,  エコラベル,  リサイクル,  持続可能な開発"
